id,created_at,product_id,product_name,product_sku,_quantity_on_hand,unit_cost,shelf_location,notes,entrada,salida,detalle
450792,2025-11-18 18:24:44,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,3,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085860
450723,2025-11-18 16:37:34,5132,ARETES FASHION X3 C/P,00000000001642A,633,1.0,VITRINA DE ARETES 1,"S/N
",0,3,Factura doc. 001-050-000331885
450709,2025-11-18 16:37:34,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1981,0.12,LOCAL PRINCIPAL,"S/N
",0,2,Factura doc. 001-050-000331885
450690,2025-11-18 16:28:55,6421,PILA PANAPLUS AA,6933298820026,1783,0.44,TABLERO DE BROCHAS,"S/N
",0,1,Factura doc. 001-050-000331884
450641,2025-11-18 15:58:26,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,4,0.45,LOCAL PRINCIPAL,"S/N
",0,4,Factura doc. 001-050-000331882
450550,2025-11-18 15:19:55,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,427,0.4,TABLERO DE BISUTERIA,"S/N
",0,2,Factura doc. 001-050-000331879
450532,2025-11-18 15:00:21,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,429,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,NotaVenta doc. 001-050-000085850
450525,2025-11-18 14:51:57,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,430,0.4,TABLERO DE BISUTERIA,"S/N
",0,2,Factura doc. 001-050-000331878
450513,2025-11-18 14:10:29,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,144,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331875
450405,2025-11-18 11:17:34,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,145,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331868
450400,2025-11-18 11:15:51,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,146,2.56,LOCAL PRINCIPAL,"S/N
",0,2,NotaVenta doc. 001-050-000085835
450390,2025-11-18 11:03:24,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,148,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331866
450322,2025-11-17 18:08:01,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,432,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,Factura doc. 001-050-000331851
450321,2025-11-17 17:54:35,5132,ARETES FASHION X3 C/P,00000000001642A,636,1.0,VITRINA DE ARETES 1,"S/N
",0,4,Factura doc. 001-050-000331850
450316,2025-11-17 17:50:02,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1859,1.04,VITRINA DE LABIALES,"S/N
",0,1,NotaVenta doc. 001-050-000085826
450278,2025-11-17 17:19:16,5132,ARETES FASHION X3 C/P,00000000001642A,640,1.0,VITRINA DE ARETES 1,"S/N
",0,1,NotaVenta doc. 001-050-000085823
450269,2025-11-17 16:58:15,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1860,1.04,VITRINA DE LABIALES,"S/N
",0,1,NotaVenta doc. 001-050-000085820
450258,2025-11-17 16:38:59,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,64,3.29,LOCAL DE EDREDONES,"S/N
",0,1,Factura doc. 001-050-000331840
450221,2025-11-17 15:26:00,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,149,2.56,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085812
450210,2025-11-17 14:37:15,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,150,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331832
450199,2025-11-17 14:04:02,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,151,2.56,LOCAL PRINCIPAL,"S/N
",0,2,Factura doc. 001-050-000331830
450196,2025-11-17 13:44:29,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,153,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331829
450172,2025-11-17 12:33:17,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,8,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331826
450167,2025-11-17 12:05:26,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1861,1.04,VITRINA DE LABIALES,"S/N
",0,1,Factura doc. 001-050-000331824
450130,2025-11-17 09:24:57,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,433,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,Factura doc. 001-050-000331817
450009,2025-11-16 16:35:11,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,154,2.56,LOCAL PRINCIPAL,"S/N
",0,2,NotaVenta doc. 001-050-000085776
449982,2025-11-16 16:03:52,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,156,2.56,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085770
449944,2025-11-16 14:35:14,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,157,2.56,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085754
449924,2025-11-16 14:08:21,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1862,1.04,VITRINA DE LABIALES,"S/N
",0,3,Factura doc. 001-050-000331793
449908,2025-11-16 13:36:17,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1983,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085751
449795,2025-11-16 11:20:43,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1865,1.04,VITRINA DE LABIALES,"S/N
",0,1,Factura doc. 001-050-000331769
449774,2025-11-16 11:01:12,13320,CARRO HOT WHEELS BASICO,194735103065,136,2.65,SECCION DE JUGUETERIA,"IVA
",0,1,Factura doc. 001-050-000331766
449770,2025-11-16 10:52:19,5132,ARETES FASHION X3 C/P,00000000001642A,641,1.0,VITRINA DE ARETES 1,"S/N
",0,1,NotaVenta doc. 001-050-000085731
449756,2025-11-16 10:32:05,5132,ARETES FASHION X3 C/P,00000000001642A,642,1.0,VITRINA DE ARETES 1,"S/N
",0,3,Factura doc. 001-050-000331762
449683,2025-11-15 20:00:50,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,9,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331749
449648,2025-11-15 18:43:32,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,158,2.56,LOCAL PRINCIPAL,"S/N
",0,2,Factura doc. 001-050-000331738
449626,2025-11-15 18:10:50,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,65,3.29,LOCAL DE EDREDONES,"S/N
",0,1,Factura doc. 001-050-000331733
449584,2025-11-15 17:20:22,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,66,3.29,LOCAL DE EDREDONES,"S/N
",0,1,Factura doc. 001-050-000331724
449550,2025-11-15 16:34:43,13320,CARRO HOT WHEELS BASICO,194735103065,137,2.65,SECCION DE JUGUETERIA,"IVA
",0,10,"LOCAL TECNOLOGIA
"
449542,2025-11-15 16:19:10,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,10,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085708
449534,2025-11-15 16:00:16,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,11,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085707
449531,2025-11-15 15:47:55,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,12,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331711
449519,2025-11-15 15:35:37,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,13,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331710
449465,2025-11-15 14:10:12,6421,PILA PANAPLUS AA,6933298820026,1784,0.44,TABLERO DE BROCHAS,"S/N
",0,1,Factura doc. 001-050-000331700
449449,2025-11-15 13:45:25,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,14,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085690
449442,2025-11-15 13:34:26,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1866,1.04,VITRINA DE LABIALES,"S/N
",0,1,NotaVenta doc. 001-050-000085688
449367,2025-11-15 09:42:21,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,434,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,NotaVenta doc. 001-050-000085679
449355,2025-11-14 20:19:01,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,15,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331676
449241,2025-11-14 16:19:09,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1867,1.04,VITRINA DE LABIALES,"S/N
",0,1,Factura doc. 001-050-000331640
449227,2025-11-14 15:55:28,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,16,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085661
449225,2025-11-14 15:49:22,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,435,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,NotaVenta doc. 001-050-000085659
449158,2025-11-14 13:38:26,5132,ARETES FASHION X3 C/P,00000000001642A,645,1.0,VITRINA DE ARETES 1,"S/N
",0,3,Factura doc. 001-050-000331625
449155,2025-11-14 13:27:34,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1984,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085650
449079,2025-11-14 10:54:33,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1985,0.12,LOCAL PRINCIPAL,"S/N
",0,2,Factura doc. 001-050-000331613
449075,2025-11-14 10:54:32,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,436,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,Factura doc. 001-050-000331613
449050,2025-11-13 19:51:23,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,17,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085640
448994,2025-11-13 18:50:33,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,437,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,Factura doc. 001-050-000331603
448890,2025-11-13 14:04:12,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,160,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331587
448843,2025-11-13 11:47:15,5132,ARETES FASHION X3 C/P,00000000001642A,648,1.0,VITRINA DE ARETES 1,"S/N
",0,1,NotaVenta doc. 001-050-000085610
448745,2025-11-12 17:38:15,5132,ARETES FASHION X3 C/P,00000000001642A,649,1.0,VITRINA DE ARETES 1,"S/N
",0,1,NotaVenta doc. 001-050-000085587
448658,2025-11-12 14:44:17,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,18,0.45,LOCAL PRINCIPAL,"S/N
",0,2,NotaVenta doc. 001-050-000085578
448590,2025-11-12 12:48:07,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,67,3.29,LOCAL DE EDREDONES,"S/N
",0,1,Factura doc. 001-050-000331539
448528,2025-11-12 12:00:50,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1987,0.12,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331531
448484,2025-11-12 09:32:21,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,438,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,Factura doc. 001-050-000331520
448459,2025-11-11 19:24:36,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,439,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,NotaVenta doc. 001-050-000085565
448455,2025-11-11 19:24:03,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1868,1.04,VITRINA DE LABIALES,"S/N
",0,1,NotaVenta doc. 001-050-000085564
448406,2025-11-11 18:37:56,5132,ARETES FASHION X3 C/P,00000000001642A,650,1.0,VITRINA DE ARETES 1,"S/N
",0,2,Factura doc. 001-050-000331508
448394,2025-11-11 18:27:22,13320,CARRO HOT WHEELS BASICO,194735103065,147,2.65,SECCION DE JUGUETERIA,"IVA
",0,1,Factura doc. 001-050-000331505
448393,2025-11-11 18:27:22,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,20,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331505
448351,2025-11-11 17:49:09,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1988,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085560
448347,2025-11-11 17:39:49,13320,CARRO HOT WHEELS BASICO,194735103065,148,2.65,SECCION DE JUGUETERIA,"IVA
",0,1,Factura doc. 001-050-000331497
448321,2025-11-11 16:49:37,6421,PILA PANAPLUS AA,6933298820026,1785,0.44,TABLERO DE BROCHAS,"S/N
",0,1,Factura doc. 001-050-000331492
448301,2025-11-11 15:47:11,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,21,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331488
448258,2025-11-11 11:30:32,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1869,1.04,VITRINA DE LABIALES,"S/N
",0,1,NotaVenta doc. 001-050-000085530
448196,2025-11-10 19:39:51,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1989,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085527
448189,2025-11-10 19:39:38,6421,PILA PANAPLUS AA,6933298820026,1786,0.44,TABLERO DE BROCHAS,"S/N
",0,1,Factura doc. 001-050-000331468
448186,2025-11-10 19:35:36,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,161,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331467
448072,2025-11-10 15:21:20,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,68,3.29,LOCAL DE EDREDONES,"S/N
",0,2,Factura doc. 001-050-000331445
448019,2025-11-10 13:42:14,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1990,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085491
447998,2025-11-10 13:16:42,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1870,1.04,VITRINA DE LABIALES,"S/N
",0,1,Factura doc. 001-050-000331438
447956,2025-11-10 12:22:50,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,22,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331432
447943,2025-11-10 12:13:47,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,162,2.56,LOCAL PRINCIPAL,"S/N
",0,6,"local 5
"
447914,2025-11-10 10:37:35,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1991,0.12,LOCAL PRINCIPAL,"S/N
",0,3,NotaVenta doc. 001-050-000085478
447845,2025-11-09 18:06:53,6421,PILA PANAPLUS AA,6933298820026,1787,0.44,TABLERO DE BROCHAS,"S/N
",0,3,NotaVenta doc. 001-050-000085463
447819,2025-11-09 16:48:56,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,23,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085456
447781,2025-11-09 15:47:09,5132,ARETES FASHION X3 C/P,00000000001642A,652,1.0,VITRINA DE ARETES 1,"S/N
",0,1,NotaVenta doc. 001-050-000085448
447576,2025-11-09 11:38:19,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,24,0.45,LOCAL PRINCIPAL,"S/N
",0,3,Factura doc. 001-050-000331379
447562,2025-11-09 10:58:18,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,168,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331376
447549,2025-11-09 10:52:20,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,27,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331374
447471,2025-11-08 21:52:30,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,28,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085422
447450,2025-11-08 21:07:28,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1994,0.12,LOCAL PRINCIPAL,"S/N
",204,0,"NUEVA COMPRA
"
447446,2025-11-08 21:05:13,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,29,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085420
447339,2025-11-08 19:14:36,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,30,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331351
447336,2025-11-08 19:10:56,5132,ARETES FASHION X3 C/P,00000000001642A,653,1.0,VITRINA DE ARETES 1,"S/N
",0,1,NotaVenta doc. 001-050-000085413
447283,2025-11-08 17:32:25,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,31,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331347
447235,2025-11-08 16:43:36,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,440,0.4,TABLERO DE BISUTERIA,"S/N
",0,1,NotaVenta doc. 001-050-000085400
447209,2025-11-08 16:23:14,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,32,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331336
447129,2025-11-08 14:13:25,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,33,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085386
447114,2025-11-08 13:49:21,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,34,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085382
447002,2025-11-08 10:19:14,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,35,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331304
446964,2025-11-07 20:33:04,6421,PILA PANAPLUS AA,6933298820026,1790,0.44,TABLERO DE BROCHAS,"S/N
",0,2,Factura doc. 001-050-000331297
446940,2025-11-07 19:39:14,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,36,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331295
446893,2025-11-07 18:04:09,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,70,3.29,LOCAL DE EDREDONES,"S/N
",0,1,NotaVenta doc. 001-050-000085340
446888,2025-11-07 18:03:44,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,37,0.45,LOCAL PRINCIPAL,"S/N
",0,2,NotaVenta doc. 001-050-000085338
446889,2025-11-07 18:03:44,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,71,3.29,LOCAL DE EDREDONES,"S/N
",0,2,NotaVenta doc. 001-050-000085338
446885,2025-11-07 17:40:25,13320,CARRO HOT WHEELS BASICO,194735103065,149,2.65,SECCION DE JUGUETERIA,"IVA
",0,1,Factura doc. 001-050-000331287
446860,2025-11-07 16:41:08,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,169,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331281
446836,2025-11-07 15:44:29,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,39,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085330
446823,2025-11-07 15:33:35,5893,ARETE ORTOPEDICO AMERICANO,00000000001964A,1871,1.04,VITRINA DE LABIALES,"S/N
",0,1,NotaVenta doc. 001-050-000085326
446810,2025-11-07 15:15:27,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,73,3.29,LOCAL DE EDREDONES,"S/N
",0,3,NotaVenta doc. 001-050-000085322
446790,2025-11-07 14:41:59,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1790,0.12,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331274
446692,2025-11-07 12:10:26,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,170,2.56,LOCAL PRINCIPAL,"S/N
",0,3,Factura doc. 001-050-000331259
446573,2025-11-06 19:00:18,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,40,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085290
446571,2025-11-06 18:59:21,6421,PILA PANAPLUS AA,6933298820026,1792,0.44,TABLERO DE BROCHAS,"S/N
",0,1,Factura doc. 001-050-000331245
446567,2025-11-06 18:38:52,13320,CARRO HOT WHEELS BASICO,194735103065,150,2.65,SECCION DE JUGUETERIA,"IVA
",0,1,Factura doc. 001-050-000331244
446517,2025-11-06 17:08:51,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,173,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331234
446366,2025-11-06 11:07:39,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,174,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331211
446307,2025-11-05 18:50:44,5132,ARETES FASHION X3 C/P,00000000001642A,654,1.0,VITRINA DE ARETES 1,"S/N
",0,2,Factura doc. 001-050-000331197
446306,2025-11-05 18:50:43,13320,CARRO HOT WHEELS BASICO,194735103065,151,2.65,SECCION DE JUGUETERIA,"IVA
",0,1,Factura doc. 001-050-000331197
446261,2025-11-05 17:13:33,6421,PILA PANAPLUS AA,6933298820026,1793,0.44,TABLERO DE BROCHAS,"S/N
",0,72,"mercado
"
446226,2025-11-05 16:40:08,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,76,3.29,LOCAL DE EDREDONES,"S/N
",0,4,Factura doc. 001-050-000331186
446221,2025-11-05 16:39:07,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1791,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085242
446166,2025-11-05 16:06:53,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,41,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085238
446162,2025-11-05 16:03:42,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1792,0.12,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331180
446096,2025-11-05 13:57:28,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1793,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085221
446080,2025-11-05 13:20:56,4588,COBIJILLA ECONOMICA MODELOS ,00000000001371A,80,3.29,LOCAL DE EDREDONES,"S/N
",0,1,Factura doc. 001-050-000331169
446063,2025-11-05 12:50:07,13320,CARRO HOT WHEELS BASICO,194735103065,152,2.65,SECCION DE JUGUETERIA,"IVA
",0,3,Factura doc. 001-050-000331166
446053,2025-11-05 12:41:59,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,42,0.45,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331164
446049,2025-11-05 12:33:22,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,175,2.56,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331163
445986,2025-11-05 10:19:49,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,176,2.56,LOCAL PRINCIPAL,"S/N
",0,3,NotaVenta doc. 001-050-000085204
445936,2025-11-04 18:50:06,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,179,2.56,LOCAL PRINCIPAL,"S/N
",0,2,Factura doc. 001-050-000331151
445928,2025-11-04 18:38:36,4003,SOMBRILLA AUTOMATICA 525-5/600,00000000001163A,181,2.56,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085194
445871,2025-11-04 17:09:22,6715,PINCHO VARIOS CC8581 C/U,00000000002284A,441,0.4,TABLERO DE BISUTERIA,"S/N
",0,2,Factura doc. 001-050-000331140
445855,2025-11-04 16:57:23,7850,FUNDA REGALO SIN CODIGO N.4,00000000002669A,43,0.45,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085185
445852,2025-11-04 16:46:17,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1794,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085184
445821,2025-11-04 15:46:53,5132,ARETES FASHION X3 C/P,00000000001642A,656,1.0,VITRINA DE ARETES 1,"S/N
",0,3,Factura doc. 001-050-000331128
445794,2025-11-04 14:13:43,6421,PILA PANAPLUS AA,6933298820026,1865,0.44,TABLERO DE BROCHAS,"S/N
",0,1,Factura doc. 001-050-000331123
445788,2025-11-04 14:00:11,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1795,0.12,LOCAL PRINCIPAL,"S/N
",0,1,Factura doc. 001-050-000331120
445787,2025-11-04 13:54:24,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1796,0.12,LOCAL PRINCIPAL,"S/N
",0,1,NotaVenta doc. 001-050-000085176
445743,2025-11-04 13:03:31,8396,MOÑO LIGA GERALDY NEGRA,NC1672,1797,0.12,LOCAL PRINCIPAL,"S/N
",0,2,NotaVenta doc. 001-050-000085171
445742,2025-11-04 13:03:09,5132,ARETES FASHION X3 C/P,00000000001642A,659,1.0,VITRINA DE ARETES 1,"S/N
",0,12,"MATRIZ

"
