id,created_at,product_id,product_name,product_sku,_quantity_on_hand,unit_cost,shelf_location,notes,entrada,salida,detalle
451182,"2025-11-19 19:59:33",3831,"CHOCOLATE NOGGY CARTON PEQUE",7861002901275,2,2.08,"ESTANTE DE CHOCOLATES","S/N
",0,1,"NotaVenta doc. 001-050-000085941"
451181,"2025-11-19 19:59:33",7854,"FUNDA REGALO SIN CODIGO N.3",00000000002671A,3186,0.33,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085941"
451180,"2025-11-19 19:59:33",22625,"PELUCHE STICH G-0884-5",00000000006189A,4,5.35,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085941"
451179,"2025-11-19 19:59:24",26213,"PELUCHE SURTIDO PEQ 25EMS-70",25EMS70PELUCHESUR,24,1.5,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085940"
451177,"2025-11-19 19:59:23",26450,"TAZAS CS11702",6724134117024,51,1.8,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085939"
451178,"2025-11-19 19:59:23",20355,"TRATAMIENTO PROKPIL SACHET VIOLETA ROJIZO",7707931082343,20,1.1,"ESTANTE DE TRATAMIENTOS ","S/N
",0,2,"NotaVenta doc. 001-050-000085939"
451176,"2025-11-19 19:37:06",27834,"EXIBIDOR DE COSMETICO 05-25HG0039",6471852800393,18,0.9,"LOCAL PRINCIPAL ","S/N
",0,2,"LOCAL  DE TECNOLOGIA
"
451175,"2025-11-19 19:36:51",27823,"EXHIBIDOR 05-25HG0040",6471852800409,9,0.8,"LOCAL PRINCIPAL ","S/N
",0,1,"LOCAL  DE TECNOLOGIA
"
451174,"2025-11-19 19:31:17",13320,"CARRO HOT WHEELS BASICO",194735103065,206,2.65,"SECCION DE JUGUETERIA","IVA
",0,2,"NotaVenta doc. 001-050-000085938"
451171,"2025-11-19 19:31:12",27788,"ADORNO DE NAVIDAD 2301YM27",7895266927245,3,0.4,"LOCAL PRINCIPAL ","S/N
",0,2,"Factura doc. 001-050-000331939"
451169,"2025-11-19 19:31:12",20969,"MUÑECO NAVIDEÑO IC1273",6905424212739,32,0.39,"LOCAL PRINCIAL","S/N
",0,1,"Factura doc. 001-050-000331939"
451170,"2025-11-19 19:31:12",20970,"ADORNO CAMPANA IC1401",6905424214016,6,0.65,"LOCAL PRINCIAL","S/N
",0,1,"Factura doc. 001-050-000331939"
451173,"2025-11-19 19:31:12",27239,"SAGRADA FAMILIA NAVIDEÑA CAUCHO",7707319519508,4,11.07,"LOCAL PRINCIPAL","S/N
",0,1,"Factura doc. 001-050-000331939"
451168,"2025-11-19 19:31:12",8504,"PAPEL DE NACIMIENTO",00000000002932A,451,0.61,"LOCAL PRINCIPAL","S/N
",0,2,"Factura doc. 001-050-000331939"
451172,"2025-11-19 19:31:12",14684,"CASAS EN NAVIDAD EXTRAGRANDE ",00000000004642A,1,3.5,"LOCAL PRINCIPAL","IVA
",0,1,"Factura doc. 001-050-000331939"
451167,"2025-11-19 19:27:31",28054,"REPOSTERO PLASTICO X5 H6237718DA",6976562377185,8,3.98,"LOCAL PRINCIPAL ","S/N
",0,1,"Factura doc. 001-050-000331938"
451166,"2025-11-19 19:27:31",4350,"VASO CRISTAR HERRADURA LISO VC0100C",7702147227656,5,2.77,"ESTANT DE VASOS","S/N
",0,1,"Factura doc. 001-050-000331938"
451165,"2025-11-19 19:26:33",1918,"BILLETERA DE MUJER ",00000000000410A,1,2.53,"VITRINA DE SOMBRAS Y BILLETERAS","S/N
",0,1,"NotaVenta doc. 001-050-000085937"
451157,"2025-11-19 19:20:01",28053,"REPOSTERO PLASTICO X4 H6237788FA",6976562377888,9,3.28,"LOCAL PRINCIPAL ","S/N
",0,1,"Factura doc. 001-050-000331937"
451164,"2025-11-19 19:20:01",26849,"SET DE CEVICHEROS JAH 25083",8202500250639,42,4,"LOCAL PRINCIPAL ","S/N
",0,1,"Factura doc. 001-050-000331937"
451161,"2025-11-19 19:20:01",26061,"VASOS VHISKY GLASS X6",HL3812,4,2.5,"LOCAL PRINCIPAL ","S/N
",0,2,"Factura doc. 001-050-000331937"
451159,"2025-11-19 19:20:01",25093,"SET DE FRASCOS CS22044",2025041220444,5,4.16,"LOCAL PRINCIPAL ","S/N
",0,1,"Factura doc. 001-050-000331937"
451156,"2025-11-19 19:20:01",25109,"SET DE POSUELOS CRISTAL CS19070",6920220190708,16,2.53,"LOCAL PRINCIPAL ","S/N
",0,2,"Factura doc. 001-050-000331937"
451162,"2025-11-19 19:20:01",25210,"JARRA CON VASOS CS22005",6920240220058,5,4.24,"LOCAL PRINCIPAL ","S/N
",0,1,"Factura doc. 001-050-000331937"
451158,"2025-11-19 19:20:01",4350,"VASO CRISTAR HERRADURA LISO VC0100C",7702147227656,6,2.77,"ESTANT DE VASOS","S/N
",0,1,"Factura doc. 001-050-000331937"
451155,"2025-11-19 19:20:01",4588,"COBIJILLA ECONOMICA MODELOS ",00000000001371A,62,3.29,"LOCAL DE EDREDONES","S/N
",0,2,"Factura doc. 001-050-000331937"
451163,"2025-11-19 19:20:01",16289,"VASO DUBAY ROCKS VC0728C",7702147260318,3,4.2,"ESTANTE DE VASOS ","IVA
",0,1,"Factura doc. 001-050-000331937"
451160,"2025-11-19 19:20:01",26450,"TAZAS CS11702",6724134117024,52,1.8,"LOCAL PRINCIPAL","S/N
",0,2,"Factura doc. 001-050-000331937"
451154,"2025-11-19 19:20:00",6599,"DESODORANTE GAIA  MUJER YANBAL",0013314,8,2.52,"VITRINA DE LABIALES","S/N
",0,1,"Factura doc. 001-050-000331937"
451153,"2025-11-19 19:12:26",27637,"OLLA DE METAL X13 PC 25EST-184",6935112578540,4,8.3,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085936"
451152,"2025-11-19 19:12:26",7768,"PELUCHE OSO CORAZON CS11555",6907500115552,1,3.91,"LOCAL PRINCIPAL",S/N,0,1,"NotaVenta doc. 001-050-000085936"
451149,"2025-11-19 19:12:06",28108,"VINCHA NAVIDAD X 2PAR 12327 12328 12176",6262356123275,57,0.49,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085935"
451151,"2025-11-19 19:12:06",28109,"VINCHA NAVIDAD CADA UNA 12191 12194",6950620121941,46,0.65,"LOCAL PRINCIPAL","S/N
",0,2,"NotaVenta doc. 001-050-000085935"
451150,"2025-11-19 19:12:06",28110,"VINCHA NAVIDAD CADA PAR ",6950620122009,70,0.54,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085935"
451148,"2025-11-19 19:12:06",20342,"KIT DE LIGAS NC1675",NC1675,6,0.1,"ESTANTE DE TRATAMIENTOS ","S/N
",0,1,"NotaVenta doc. 001-050-000085935"
451147,"2025-11-19 19:12:06",8396,"MOÑO LIGA GERALDY NEGRA",NC1672,1956,0.12,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085935"
451146,"2025-11-19 19:12:06",18581,"MOÑO DE LANA ",00000000005598A,576,0.05,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085935"
451145,"2025-11-19 19:06:12",21787,"MOÑO DE TELA GRANDE ",MOÑOTELAGRANDE,31,1.16,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085934"
451144,"2025-11-19 19:04:10",1417,"TINTE MAGICO NEGR0 10G",7705233100284,78,0.58,"ESTAN DE PELUQUERIA","S/N
",0,2,"Factura doc. 001-050-000331936"
451143,"2025-11-19 19:00:27",3484,"MUSGO ECOLOGICO 00234",7861044300234,22,3.19,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085933"
451142,"2025-11-19 19:00:27",27934,"LUZ LED DE 200 AMARILLA JAGD2020",8002020020206,24,2,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085933"
451141,"2025-11-19 18:38:50",25460,"BURBUJA KUROMI",8886200088350,24,0.65,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085932"
451140,"2025-11-19 18:38:50",25461,"BURBUJA CAPIBARA",8886202505046,22,0.65,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085932"
451139,"2025-11-19 18:28:53",8068,"SILICONA BUSTO ESPLIEGO",00000000002745A,32,4.02,"VITRINA DE LENCERIAS","S/N
",0,1,"Factura doc. 001-050-000331935"
451138,"2025-11-19 18:26:22",10383,"PAÑUELOS COLORES Y BLANCO",00000000003536A,89,0.52,"VITRINA DE LENCERIAS","S/N
",0,2,"NotaVenta doc. 001-050-000085931"
451137,"2025-11-19 18:26:22",26213,"PELUCHE SURTIDO PEQ 25EMS-70",25EMS70PELUCHESUR,25,1.5,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085931"
451136,"2025-11-19 18:23:29",25460,"BURBUJA KUROMI",8886200088350,25,0.65,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085930"
451135,"2025-11-19 18:23:29",13384,"GIRNALDA VARIADA 5MT JAHCT18",8201900190637,31,1.0001,"LOCAL PRINCIPAL ","s/n
",0,1,"NotaVenta doc. 001-050-000085930"
451134,"2025-11-19 18:23:29",20952,"ADORNO NAVIDEÑO ESTRELLA JAHK554",8202400242987,1,1.21,"LOCAL PRINCIAL","S/N
",0,1,"NotaVenta doc. 001-050-000085930"
451133,"2025-11-19 18:22:53",16801,"MELODICAS BOLSO COLORES",00000000005239A,13,13.5,"LOCAL PRINCIPAL","s/n
",0,1,"Factura doc. 001-050-000331934"
451130,"2025-11-19 18:19:40",12355,"cinta de cumpleaños 23703",00000000004107A,22,0.5,"LOCAL PRINCIPAL",,0,1,"NotaVenta doc. 001-050-000085929"
451131,"2025-11-19 18:19:40",27393,"GLOBO METALIZADO  X 100 SURTIDOS",GLOBOMETALIZADO100,35,2.5,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085929"
451132,"2025-11-19 18:19:40",4992,"GLOBO N9 LILA X 100",7502211252795,5,2.14,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085929"
451129,"2025-11-19 18:03:52",13320,"CARRO HOT WHEELS BASICO",194735103065,208,2.65,"SECCION DE JUGUETERIA","IVA
",72,0,"LOCAL MATRIZ
"
451126,"2025-11-19 17:55:01",7847,"FUNDA REGALO SIN CODIGO N2",00000000002668A,2494,0.27,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085928"
451128,"2025-11-19 17:55:01",27961,"BILLETERA DE MUJER 25475 25476",NC2547625475,21,2.5,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085928"
451127,"2025-11-19 17:55:01",15220,"REPOSTERO REDONDO X5 JHA16035",8201700160359,4,4,"LOCAL PRINCIPAL ","modificacon de iva
",0,1,"NotaVenta doc. 001-050-000085928"
451124,"2025-11-19 17:47:10",26208,"PELUCHE LEON 25EMS-101",25EMS101LEON,2,9,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085927"
451125,"2025-11-19 17:47:10",27023,"JUGUETE MULLOS CSJ2629",6926293006229,4,2.4,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085927"
451123,"2025-11-19 17:37:14",25328,"PON PON EXTRA GRANDE",00000000006507A,76,0.61,"LOCAL PRINCIPAL","S/N
",0,5,"Factura doc. 001-050-000331933"
451122,"2025-11-19 17:29:39",27489,"VINCHA MIMI LAZO BRILLOSO COQUETA C/U",VINCHAMIMIBRILLO,21,2.5,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085926"
451121,"2025-11-19 17:28:42",28126,"PERFUME ESIKA DREAM",00000000006583A,1,11.42,"LOCAL PRINCIPAL","S/N
",1,0,"Inventario inicial"
451120,"2025-11-19 17:28:03",28125,"PERFUME LBEL BLUE INTENSE",00000000006582A,1,15.71,"LOCAL PRINCIPAL","S/N
",1,0,"Inventario inicial"
451119,"2025-11-19 17:27:29",6249,"SOMBRILLA ECONOMICAS 525-3/4",00000000002083A,310,1.5,"ESTANTE DE SOMBRILLAS","S/N
",0,1,"NotaVenta doc. 001-050-000085925"
451118,"2025-11-19 17:23:21",6249,"SOMBRILLA ECONOMICAS 525-3/4",00000000002083A,311,1.5,"ESTANTE DE SOMBRILLAS","S/N
",0,5,"BODEGA
"
451117,"2025-11-19 17:22:55",4003,"SOMBRILLA AUTOMATICA 525-5/600",00000000001163A,140,2.56,"LOCAL PRINCIPAL","S/N
",0,4,"LOCAL TECNOLOGIA
"
451116,"2025-11-19 17:20:26",20977,"ADORNO NAVIDEÑO IC1336",6945135013362,5,0.33,"LOCAL PRINCIAL","S/N
",5,0,"BODEGA

"
451115,"2025-11-19 17:18:02",24725,"PESTAÑA MZE076-10P 10MM 12MM",2024042900768,18,0.78,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085924"
451114,"2025-11-19 17:12:37",27160,"SOMBRILLA BASTON COLORES",6988000182770,17,4.39,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085923"
451112,"2025-11-19 16:56:29",366,"CREMA PONDS PIEL NORMAL A SECA",7501056330255,11,4.11,"VITRINA PONDS","S/N
",0,1,"NotaVenta doc. 001-050-000085922"
451113,"2025-11-19 16:56:29",8329,"AGUA DE ROSAS 250ML",7862100855811,9,1.65,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085922"
451111,"2025-11-19 16:46:46",25966,"SOMBRILLA JW306 ",7718101853069,10,3.3,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085921"
451110,"2025-11-19 16:46:35",22813,"KANEKALON RUBIO",7707018544207,0,0,"LOCAL PRINCIPAL","S/N
",0,2,"NotaVenta doc. 001-050-000085920"
451109,"2025-11-19 16:46:35",21454,"BALON BASQUET BAISIDIWEI 5",6923990222235,8,3.21,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085920"
451108,"2025-11-19 16:42:14",8879,"DESODORANTE TEMTATION MUJER YANBAL",0013313,8,2.54,"VITRINA DE LABIALES","S/N
",0,1,"NotaVenta doc. 001-050-000085919"
451107,"2025-11-19 16:42:14",19065,"PERLAS DE CABELLO ",00000000005687A,60,0.25,"ESTAN DE PELUQUERIA","S/N
",0,1,"NotaVenta doc. 001-050-000085919"
451106,"2025-11-19 16:35:27",512,"TINTE ET 6 RUBIO OSCURO",7861076256387,8,5.97,"ESTANTE DE TINTES","S/N
",0,1,"NotaVenta doc. 001-050-000085918"
451105,"2025-11-19 16:35:27",26036,"MOÑO TEJIDO CAFE",MOOTEJIDO,7,0.75,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085918"
451104,"2025-11-19 16:34:27",24408,"PELUCHE ST SENTADO",STISHGIGANTE9,9,9,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085917"
451103,"2025-11-19 16:34:27",23882,"POM POM MEDIANO CADA UNO",00000000006406A,857,0.2,"LOCAL PRINCIPAL","S/N
",0,1,"NotaVenta doc. 001-050-000085917"
451102,"2025-11-19 16:34:27",27127,"LEGO PERSONAJE ",6970902147834,1,2.25,"LOCAL PRINCIPAL ","S/N
",0,1,"NotaVenta doc. 001-050-000085917"
